DateTime,Entries,UniqueIPs
1433333787,1752,11922670
1433333787,1752,11922670
1433333787,1752,11922670
1433333787,1752,11922670
1433333787,1752,11922670
1436356244,1801,11842523
1438796967,1872,11889885
1438796967,1872,11889885
1438796967,1872,11889885
1438796967,1872,11889885
1438796967,1872,11889885
1438796967,1872,11889885
1438796967,1872,11889885
1438796967,1872,11889885
1441246525,1920,11930350
1444359278,1952,11961186
1446592594,2011,12007015
1449013155,2058,12152854
1452023189,2092,12206838
1454432278,2169,12291497
1456986150,2376,12518393
1459872962,2330,12420126
1460478568,2345,12624450
1462498435,2369,12716417
1465305233,2431,12955145
1467904696,2500,12709858
1470167278,2769,12395876
1473169220,2128,11777148
1473283131,2195,11819493
1475589293,2890,12464053
1478173292,2918,12524204
